name,dir,file1,file2,result,timeout,conflict,tree_difference,interp_error,out_of_bounds,time_interp_file1,time_interp_file2,time_equivalence,time_elapsed,num_stmts_file1,num_stmts_file2,num_tasks_file1,num_tasks_file2,command
seidel-2d,llvm23-affine-parallelize,generated-polybench-mini-dataset-use-scalar-lb/interp/seidel-2d-interp.c,pact26-mini-initial-exp/llvm23-affine-parallelize/translated/seidel-2d-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.880161,2.762923,0.078408,3.76,89775,956188,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/seidel-2d-interp.c pact26-mini-initial-exp/llvm23-affine-parallelize/translated/seidel-2d-8-translated-noasyncepilogue.c ""A"""
jacobi-2d,llvm23-affine-parallelize,generated-polybench-mini-dataset-use-scalar-lb/interp/jacobi-2d-interp.c,pact26-mini-initial-exp/llvm23-affine-parallelize/translated/jacobi-2d-8-translated.c,fail,no,no,no,no,no,N/A,N/A,N/A,0.64,N/A,N/A,N/A,N/A,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/jacobi-2d-interp.c pact26-mini-initial-exp/llvm23-affine-parallelize/translated/jacobi-2d-8-translated.c ""A,B"""
3mm,llvm23-affine-parallelize,generated-polybench-mini-dataset-use-scalar-lb/interp/3mm-interp.c,pact26-mini-initial-exp/llvm23-affine-parallelize/translated/3mm-8-translated.c,fail,no,no,no,no,no,N/A,N/A,N/A,0.31,N/A,N/A,N/A,N/A,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/3mm-interp.c pact26-mini-initial-exp/llvm23-affine-parallelize/translated/3mm-8-translated.c ""A,B,C,D,E,F,G"""
adi,llvm23-affine-parallelize,generated-polybench-mini-dataset-use-scalar-lb/interp/adi-interp.c,pact26-mini-initial-exp/llvm23-affine-parallelize/translated/adi-8-translated.c,fail,no,no,no,no,no,N/A,N/A,N/A,0.65,N/A,N/A,N/A,N/A,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/adi-interp.c pact26-mini-initial-exp/llvm23-affine-parallelize/translated/adi-8-translated.c ""u,v,p,q"""
gesummv,llvm23-affine-parallelize,generated-polybench-mini-dataset-use-scalar-lb/interp/gesummv-interp.c,pact26-mini-initial-exp/llvm23-affine-parallelize/translated/gesummv-8-translated.c,fail,no,no,no,no,no,N/A,N/A,N/A,0.1,N/A,N/A,N/A,N/A,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/gesummv-interp.c pact26-mini-initial-exp/llvm23-affine-parallelize/translated/gesummv-8-translated.c ""A,B,tmp,x,y"""
symm,llvm23-affine-parallelize,generated-polybench-mini-dataset-use-scalar-lb/interp/symm-interp.c,pact26-mini-initial-exp/llvm23-affine-parallelize/translated/symm-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.109364,0.285414,0.011318,0.43,26508,95221,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/symm-interp.c pact26-mini-initial-exp/llvm23-affine-parallelize/translated/symm-8-translated-noasyncepilogue.c ""A,B,C"""
bicg,llvm23-affine-parallelize,generated-polybench-mini-dataset-use-scalar-lb/interp/bicg-interp.c,pact26-mini-initial-exp/llvm23-affine-parallelize/translated/bicg-8-translated.c,fail,no,no,no,no,no,N/A,N/A,N/A,0.11,N/A,N/A,N/A,N/A,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/bicg-interp.c pact26-mini-initial-exp/llvm23-affine-parallelize/translated/bicg-8-translated.c ""A,s,q,p,r"""
durbin,llvm23-affine-parallelize,generated-polybench-mini-dataset-use-scalar-lb/interp/durbin-interp.c,pact26-mini-initial-exp/llvm23-affine-parallelize/translated/durbin-8-translated.c,fail,no,no,no,no,no,N/A,N/A,N/A,0.1,N/A,N/A,N/A,N/A,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/durbin-interp.c pact26-mini-initial-exp/llvm23-affine-parallelize/translated/durbin-8-translated.c ""r,y"""
gemver,llvm23-affine-parallelize,generated-polybench-mini-dataset-use-scalar-lb/interp/gemver-interp.c,pact26-mini-initial-exp/llvm23-affine-parallelize/translated/gemver-8-translated.c,fail,no,no,no,no,no,N/A,N/A,N/A,0.13,N/A,N/A,N/A,N/A,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/gemver-interp.c pact26-mini-initial-exp/llvm23-affine-parallelize/translated/gemver-8-translated.c ""A,u1,v1,u2,v2,w,x,y,z"""
2mm,llvm23-affine-parallelize,generated-polybench-mini-dataset-use-scalar-lb/interp/2mm-interp.c,pact26-mini-initial-exp/llvm23-affine-parallelize/translated/2mm-8-translated.c,fail,no,no,no,no,no,N/A,N/A,N/A,0.25,N/A,N/A,N/A,N/A,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/2mm-interp.c pact26-mini-initial-exp/llvm23-affine-parallelize/translated/2mm-8-translated.c ""A,B,C,D"""
doitgen,llvm23-affine-parallelize,generated-polybench-mini-dataset-use-scalar-lb/interp/doitgen-interp.c,pact26-mini-initial-exp/llvm23-affine-parallelize/translated/doitgen-8-translated.c,fail,no,no,no,no,no,N/A,N/A,N/A,0.21,N/A,N/A,N/A,N/A,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/doitgen-interp.c pact26-mini-initial-exp/llvm23-affine-parallelize/translated/doitgen-8-translated.c ""A,C4,sum"""
gemm,llvm23-affine-parallelize,generated-polybench-mini-dataset-use-scalar-lb/interp/gemm-interp.c,pact26-mini-initial-exp/llvm23-affine-parallelize/translated/gemm-8-translated.c,fail,no,no,no,no,no,N/A,N/A,N/A,0.25,N/A,N/A,N/A,N/A,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/gemm-interp.c pact26-mini-initial-exp/llvm23-affine-parallelize/translated/gemm-8-translated.c ""A,B,C"""
nussinov,llvm23-affine-parallelize,generated-polybench-mini-dataset-use-scalar-lb/interp/nussinov-interp.c,pact26-mini-initial-exp/llvm23-affine-parallelize/translated/nussinov-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.719525,1.859129,0.053288,2.66,122385,662487,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/nussinov-interp.c pact26-mini-initial-exp/llvm23-affine-parallelize/translated/nussinov-8-translated-noasyncepilogue.c ""table,seq"""
ludcmp,llvm23-affine-parallelize,generated-polybench-mini-dataset-use-scalar-lb/interp/ludcmp-interp.c,pact26-mini-initial-exp/llvm23-affine-parallelize/translated/ludcmp-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.234764,0.573731,0.015014,0.85,76646,194120,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/ludcmp-interp.c pact26-mini-initial-exp/llvm23-affine-parallelize/translated/ludcmp-8-translated-noasyncepilogue.c ""A,B,x,y"""
trisolv,llvm23-affine-parallelize,generated-polybench-mini-dataset-use-scalar-lb/interp/trisolv-interp.c,pact26-mini-initial-exp/llvm23-affine-parallelize/translated/trisolv-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.009174,0.018705,0.001000,0.06,2597,6668,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/trisolv-interp.c pact26-mini-initial-exp/llvm23-affine-parallelize/translated/trisolv-8-translated-noasyncepilogue.c ""L,x,b"""
deriche,llvm23-affine-parallelize,generated-polybench-mini-dataset-use-scalar-lb/interp/deriche-interp.c,pact26-mini-initial-exp/llvm23-affine-parallelize/translated/deriche-8-translated.c,fail,no,no,no,no,no,N/A,N/A,N/A,1.19,N/A,N/A,N/A,N/A,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/deriche-interp.c pact26-mini-initial-exp/llvm23-affine-parallelize/translated/deriche-8-translated.c ""alpha,imgIn,imgOut,y1,y2"""
fdtd-2d,llvm23-affine-parallelize,generated-polybench-mini-dataset-use-scalar-lb/interp/fdtd-2d-interp.c,pact26-mini-initial-exp/llvm23-affine-parallelize/translated/fdtd-2d-8-translated.c,fail,no,no,no,no,no,N/A,N/A,N/A,0.56,N/A,N/A,N/A,N/A,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/fdtd-2d-interp.c pact26-mini-initial-exp/llvm23-affine-parallelize/translated/fdtd-2d-8-translated.c ""ex,ey,hz"""
heat-3d,llvm23-affine-parallelize,generated-polybench-mini-dataset-use-scalar-lb/interp/heat-3d-interp.c,pact26-mini-initial-exp/llvm23-affine-parallelize/translated/heat-3d-8-translated.c,fail,no,no,no,no,no,N/A,N/A,N/A,0.95,N/A,N/A,N/A,N/A,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/heat-3d-interp.c pact26-mini-initial-exp/llvm23-affine-parallelize/translated/heat-3d-8-translated.c ""A,B"""
