name,dir,file1,file2,result,timeout,conflict,tree_difference,interp_error,out_of_bounds,time_interp_file1,time_interp_file2,time_equivalence,time_elapsed,num_stmts_file1,num_stmts_file2,num_tasks_file1,num_tasks_file2,command
correlation,llvm19-affine-loop-fusion,generated-polybench-mini-dataset-use-scalar-lb/interp/correlation-interp.c,pact26-mini-initial-exp/llvm19-affine-loop-fusion/translated/correlation-8-translated-noasyncepilogue.c,fail,no,no,no,no,yes,N/A,N/A,N/A,1.54,N/A,N/A,N/A,N/A,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/correlation-interp.c pact26-mini-initial-exp/llvm19-affine-loop-fusion/translated/correlation-8-translated-noasyncepilogue.c ""data,corr,mean,stddev"""
mvt,llvm19-affine-loop-fusion,generated-polybench-mini-dataset-use-scalar-lb/interp/mvt-interp.c,pact26-mini-initial-exp/llvm19-affine-loop-fusion/translated/mvt-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.030161,0.070120,0.003081,0.13,9945,25956,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/mvt-interp.c pact26-mini-initial-exp/llvm19-affine-loop-fusion/translated/mvt-8-translated-noasyncepilogue.c ""x1,x2,y_1,y_2,A"""
seidel-2d,llvm19-affine-loop-fusion,generated-polybench-mini-dataset-use-scalar-lb/interp/seidel-2d-interp.c,pact26-mini-initial-exp/llvm19-affine-loop-fusion/translated/seidel-2d-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.896856,2.810398,0.080309,3.82,89775,956188,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/seidel-2d-interp.c pact26-mini-initial-exp/llvm19-affine-loop-fusion/translated/seidel-2d-8-translated-noasyncepilogue.c ""A"""
jacobi-2d,llvm19-affine-loop-fusion,generated-polybench-mini-dataset-use-scalar-lb/interp/jacobi-2d-interp.c,pact26-mini-initial-exp/llvm19-affine-loop-fusion/translated/jacobi-2d-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.582152,1.629258,0.051357,2.29,98698,537751,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/jacobi-2d-interp.c pact26-mini-initial-exp/llvm19-affine-loop-fusion/translated/jacobi-2d-8-translated-noasyncepilogue.c ""A,B"""
3mm,llvm19-affine-loop-fusion,generated-polybench-mini-dataset-use-scalar-lb/interp/3mm-interp.c,pact26-mini-initial-exp/llvm19-affine-loop-fusion/translated/3mm-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.246597,7.738376,0.174930,8.19,70226,2446497,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/3mm-interp.c pact26-mini-initial-exp/llvm19-affine-loop-fusion/translated/3mm-8-translated-noasyncepilogue.c ""A,B,C,D,E,F,G"""
adi,llvm19-affine-loop-fusion,generated-polybench-mini-dataset-use-scalar-lb/interp/adi-interp.c,pact26-mini-initial-exp/llvm19-affine-loop-fusion/translated/adi-8-translated-noasyncepilogue.c,fail,no,no,yes,no,no,N/A,N/A,N/A,3.1,N/A,N/A,N/A,N/A,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/adi-interp.c pact26-mini-initial-exp/llvm19-affine-loop-fusion/translated/adi-8-translated-noasyncepilogue.c ""u,v,p,q"""
gesummv,llvm19-affine-loop-fusion,generated-polybench-mini-dataset-use-scalar-lb/interp/gesummv-interp.c,pact26-mini-initial-exp/llvm19-affine-loop-fusion/translated/gesummv-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.016019,0.038004,0.002099,0.08,3839,13001,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/gesummv-interp.c pact26-mini-initial-exp/llvm19-affine-loop-fusion/translated/gesummv-8-translated-noasyncepilogue.c ""A,B,tmp,x,y"""
symm,llvm19-affine-loop-fusion,generated-polybench-mini-dataset-use-scalar-lb/interp/symm-interp.c,pact26-mini-initial-exp/llvm19-affine-loop-fusion/translated/symm-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.112012,0.295470,0.011762,0.44,26508,95221,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/symm-interp.c pact26-mini-initial-exp/llvm19-affine-loop-fusion/translated/symm-8-translated-noasyncepilogue.c ""A,B,C"""
bicg,llvm19-affine-loop-fusion,generated-polybench-mini-dataset-use-scalar-lb/interp/bicg-interp.c,pact26-mini-initial-exp/llvm19-affine-loop-fusion/translated/bicg-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.025276,0.062403,0.002676,0.12,6736,22709,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/bicg-interp.c pact26-mini-initial-exp/llvm19-affine-loop-fusion/translated/bicg-8-translated-noasyncepilogue.c ""A,s,q,p,r"""
durbin,llvm19-affine-loop-fusion,generated-polybench-mini-dataset-use-scalar-lb/interp/durbin-interp.c,pact26-mini-initial-exp/llvm19-affine-loop-fusion/translated/durbin-8-translated-noasyncepilogue.c,fail,no,no,yes,no,no,N/A,N/A,N/A,0.1,N/A,N/A,N/A,N/A,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/durbin-interp.c pact26-mini-initial-exp/llvm19-affine-loop-fusion/translated/durbin-8-translated-noasyncepilogue.c ""r,y"""
gemver,llvm19-affine-loop-fusion,generated-polybench-mini-dataset-use-scalar-lb/interp/gemver-interp.c,pact26-mini-initial-exp/llvm19-affine-loop-fusion/translated/gemver-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.054781,0.127461,0.006448,0.22,15047,45334,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/gemver-interp.c pact26-mini-initial-exp/llvm19-affine-loop-fusion/translated/gemver-8-translated-noasyncepilogue.c ""A,u1,v1,u2,v2,w,x,y,z"""
2mm,llvm19-affine-loop-fusion,generated-polybench-mini-dataset-use-scalar-lb/interp/2mm-interp.c,pact26-mini-initial-exp/llvm19-affine-loop-fusion/translated/2mm-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.165226,4.821149,0.134484,5.16,43273,1505910,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/2mm-interp.c pact26-mini-initial-exp/llvm19-affine-loop-fusion/translated/2mm-8-translated-noasyncepilogue.c ""A,B,C,D"""
doitgen,llvm19-affine-loop-fusion,generated-polybench-mini-dataset-use-scalar-lb/interp/doitgen-interp.c,pact26-mini-initial-exp/llvm19-affine-loop-fusion/translated/doitgen-8-translated-noasyncepilogue.c,fail,no,no,yes,no,no,N/A,N/A,N/A,0.48,N/A,N/A,N/A,N/A,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/doitgen-interp.c pact26-mini-initial-exp/llvm19-affine-loop-fusion/translated/doitgen-8-translated-noasyncepilogue.c ""A,C4,sum"""
gemm,llvm19-affine-loop-fusion,generated-polybench-mini-dataset-use-scalar-lb/interp/gemm-interp.c,pact26-mini-initial-exp/llvm19-affine-loop-fusion/translated/gemm-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.171367,0.424208,0.014851,0.64,49050,140062,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/gemm-interp.c pact26-mini-initial-exp/llvm19-affine-loop-fusion/translated/gemm-8-translated-noasyncepilogue.c ""A,B,C"""
nussinov,llvm19-affine-loop-fusion,generated-polybench-mini-dataset-use-scalar-lb/interp/nussinov-interp.c,pact26-mini-initial-exp/llvm19-affine-loop-fusion/translated/nussinov-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.720964,1.868879,0.053645,2.68,122385,662487,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/nussinov-interp.c pact26-mini-initial-exp/llvm19-affine-loop-fusion/translated/nussinov-8-translated-noasyncepilogue.c ""table,seq"""
ludcmp,llvm19-affine-loop-fusion,generated-polybench-mini-dataset-use-scalar-lb/interp/ludcmp-interp.c,pact26-mini-initial-exp/llvm19-affine-loop-fusion/translated/ludcmp-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.233502,0.576084,0.015141,0.85,76646,194120,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/ludcmp-interp.c pact26-mini-initial-exp/llvm19-affine-loop-fusion/translated/ludcmp-8-translated-noasyncepilogue.c ""A,B,x,y"""
trisolv,llvm19-affine-loop-fusion,generated-polybench-mini-dataset-use-scalar-lb/interp/trisolv-interp.c,pact26-mini-initial-exp/llvm19-affine-loop-fusion/translated/trisolv-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.009111,0.019122,0.001158,0.06,2597,6668,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/trisolv-interp.c pact26-mini-initial-exp/llvm19-affine-loop-fusion/translated/trisolv-8-translated-noasyncepilogue.c ""L,x,b"""
deriche,llvm19-affine-loop-fusion,generated-polybench-mini-dataset-use-scalar-lb/interp/deriche-interp.c,pact26-mini-initial-exp/llvm19-affine-loop-fusion/translated/deriche-8-translated-noasyncepilogue.c,fail,no,no,yes,no,no,N/A,N/A,N/A,2.01,N/A,N/A,N/A,N/A,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/deriche-interp.c pact26-mini-initial-exp/llvm19-affine-loop-fusion/translated/deriche-8-translated-noasyncepilogue.c ""alpha,imgIn,imgOut,y1,y2"""
fdtd-2d,llvm19-affine-loop-fusion,generated-polybench-mini-dataset-use-scalar-lb/interp/fdtd-2d-interp.c,pact26-mini-initial-exp/llvm19-affine-loop-fusion/translated/fdtd-2d-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.491666,1.238809,0.041624,1.8,108727,402583,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/fdtd-2d-interp.c pact26-mini-initial-exp/llvm19-affine-loop-fusion/translated/fdtd-2d-8-translated-noasyncepilogue.c ""ex,ey,hz"""
heat-3d,llvm19-affine-loop-fusion,generated-polybench-mini-dataset-use-scalar-lb/interp/heat-3d-interp.c,pact26-mini-initial-exp/llvm19-affine-loop-fusion/translated/heat-3d-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.886307,2.120368,0.113843,3.15,73099,605591,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/heat-3d-interp.c pact26-mini-initial-exp/llvm19-affine-loop-fusion/translated/heat-3d-8-translated-noasyncepilogue.c ""A,B"""
