name,dir,file1,file2,result,timeout,conflict,tree_difference,interp_error,out_of_bounds,time_interp_file1,time_interp_file2,time_equivalence,time_elapsed,num_stmts_file1,num_stmts_file2,num_tasks_file1,num_tasks_file2,command
jacobi-2d,llvm19-affine-loop-inv-code-motion,generated-polybench-mini-dataset-use-scalar-lb/interp/jacobi-2d-interp.c,pact26-mini-initial-exp/llvm19-affine-loop-inv-code-motion/translated/jacobi-2d-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.585628,1.650241,0.054809,2.32,98698,537751,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/jacobi-2d-interp.c pact26-mini-initial-exp/llvm19-affine-loop-inv-code-motion/translated/jacobi-2d-8-translated-noasyncepilogue.c ""A,B"""
3mm,llvm19-affine-loop-inv-code-motion,generated-polybench-mini-dataset-use-scalar-lb/interp/3mm-interp.c,pact26-mini-initial-exp/llvm19-affine-loop-inv-code-motion/translated/3mm-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.242917,0.562250,0.014492,0.84,70226,178241,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/3mm-interp.c pact26-mini-initial-exp/llvm19-affine-loop-inv-code-motion/translated/3mm-8-translated-noasyncepilogue.c ""A,B,C,D,E,F,G"""
adi,llvm19-affine-loop-inv-code-motion,generated-polybench-mini-dataset-use-scalar-lb/interp/adi-interp.c,pact26-mini-initial-exp/llvm19-affine-loop-inv-code-motion/translated/adi-8-translated-noasyncepilogue.c,fail,no,no,yes,no,no,N/A,N/A,N/A,2.23,N/A,N/A,N/A,N/A,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/adi-interp.c pact26-mini-initial-exp/llvm19-affine-loop-inv-code-motion/translated/adi-8-translated-noasyncepilogue.c ""u,v,p,q"""
gesummv,llvm19-affine-loop-inv-code-motion,generated-polybench-mini-dataset-use-scalar-lb/interp/gesummv-interp.c,pact26-mini-initial-exp/llvm19-affine-loop-inv-code-motion/translated/gesummv-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.016406,0.037914,0.002052,0.08,3839,13001,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/gesummv-interp.c pact26-mini-initial-exp/llvm19-affine-loop-inv-code-motion/translated/gesummv-8-translated-noasyncepilogue.c ""A,B,tmp,x,y"""
symm,llvm19-affine-loop-inv-code-motion,generated-polybench-mini-dataset-use-scalar-lb/interp/symm-interp.c,pact26-mini-initial-exp/llvm19-affine-loop-inv-code-motion/translated/symm-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.122032,0.264320,0.011836,0.42,26508,84441,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/symm-interp.c pact26-mini-initial-exp/llvm19-affine-loop-inv-code-motion/translated/symm-8-translated-noasyncepilogue.c ""A,B,C"""
bicg,llvm19-affine-loop-inv-code-motion,generated-polybench-mini-dataset-use-scalar-lb/interp/bicg-interp.c,pact26-mini-initial-exp/llvm19-affine-loop-inv-code-motion/translated/bicg-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.025272,0.061354,0.003193,0.12,6736,21155,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/bicg-interp.c pact26-mini-initial-exp/llvm19-affine-loop-inv-code-motion/translated/bicg-8-translated-noasyncepilogue.c ""A,s,q,p,r"""
durbin,llvm19-affine-loop-inv-code-motion,generated-polybench-mini-dataset-use-scalar-lb/interp/durbin-interp.c,pact26-mini-initial-exp/llvm19-affine-loop-inv-code-motion/translated/durbin-8-translated-noasyncepilogue.c,fail,no,no,yes,no,no,N/A,N/A,N/A,0.09,N/A,N/A,N/A,N/A,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/durbin-interp.c pact26-mini-initial-exp/llvm19-affine-loop-inv-code-motion/translated/durbin-8-translated-noasyncepilogue.c ""r,y"""
gemver,llvm19-affine-loop-inv-code-motion,generated-polybench-mini-dataset-use-scalar-lb/interp/gemver-interp.c,pact26-mini-initial-exp/llvm19-affine-loop-inv-code-motion/translated/gemver-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.054803,0.140267,0.006570,0.23,15047,45658,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/gemver-interp.c pact26-mini-initial-exp/llvm19-affine-loop-inv-code-motion/translated/gemver-8-translated-noasyncepilogue.c ""A,u1,v1,u2,v2,w,x,y,z"""
2mm,llvm19-affine-loop-inv-code-motion,generated-polybench-mini-dataset-use-scalar-lb/interp/2mm-interp.c,pact26-mini-initial-exp/llvm19-affine-loop-inv-code-motion/translated/2mm-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.161581,0.361990,0.010727,0.57,43273,116631,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/2mm-interp.c pact26-mini-initial-exp/llvm19-affine-loop-inv-code-motion/translated/2mm-8-translated-noasyncepilogue.c ""A,B,C,D"""
doitgen,llvm19-affine-loop-inv-code-motion,generated-polybench-mini-dataset-use-scalar-lb/interp/doitgen-interp.c,pact26-mini-initial-exp/llvm19-affine-loop-inv-code-motion/translated/doitgen-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.152454,0.322231,0.007814,0.51,42785,101357,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/doitgen-interp.c pact26-mini-initial-exp/llvm19-affine-loop-inv-code-motion/translated/doitgen-8-translated-noasyncepilogue.c ""A,C4,sum"""
gemm,llvm19-affine-loop-inv-code-motion,generated-polybench-mini-dataset-use-scalar-lb/interp/gemm-interp.c,pact26-mini-initial-exp/llvm19-affine-loop-inv-code-motion/translated/gemm-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.193019,0.329668,0.015198,0.6,49050,111262,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/gemm-interp.c pact26-mini-initial-exp/llvm19-affine-loop-inv-code-motion/translated/gemm-8-translated-noasyncepilogue.c ""A,B,C"""
nussinov,llvm19-affine-loop-inv-code-motion,generated-polybench-mini-dataset-use-scalar-lb/interp/nussinov-interp.c,pact26-mini-initial-exp/llvm19-affine-loop-inv-code-motion/translated/nussinov-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.733598,1.931617,0.054727,2.75,122385,662487,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/nussinov-interp.c pact26-mini-initial-exp/llvm19-affine-loop-inv-code-motion/translated/nussinov-8-translated-noasyncepilogue.c ""table,seq"""
ludcmp,llvm19-affine-loop-inv-code-motion,generated-polybench-mini-dataset-use-scalar-lb/interp/ludcmp-interp.c,pact26-mini-initial-exp/llvm19-affine-loop-inv-code-motion/translated/ludcmp-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.249051,0.579006,0.015316,0.87,76646,194120,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/ludcmp-interp.c pact26-mini-initial-exp/llvm19-affine-loop-inv-code-motion/translated/ludcmp-8-translated-noasyncepilogue.c ""A,B,x,y"""
trisolv,llvm19-affine-loop-inv-code-motion,generated-polybench-mini-dataset-use-scalar-lb/interp/trisolv-interp.c,pact26-mini-initial-exp/llvm19-affine-loop-inv-code-motion/translated/trisolv-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.009556,0.019279,0.001045,0.07,2597,6668,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/trisolv-interp.c pact26-mini-initial-exp/llvm19-affine-loop-inv-code-motion/translated/trisolv-8-translated-noasyncepilogue.c ""L,x,b"""
deriche,llvm19-affine-loop-inv-code-motion,generated-polybench-mini-dataset-use-scalar-lb/interp/deriche-interp.c,pact26-mini-initial-exp/llvm19-affine-loop-inv-code-motion/translated/deriche-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.351906,1.074519,0.052123,1.52,133581,420320,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/deriche-interp.c pact26-mini-initial-exp/llvm19-affine-loop-inv-code-motion/translated/deriche-8-translated-noasyncepilogue.c ""alpha,imgIn,imgOut,y1,y2"""
fdtd-2d,llvm19-affine-loop-inv-code-motion,generated-polybench-mini-dataset-use-scalar-lb/interp/fdtd-2d-interp.c,pact26-mini-initial-exp/llvm19-affine-loop-inv-code-motion/translated/fdtd-2d-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.485676,1.337956,0.042891,1.9,108727,402003,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/fdtd-2d-interp.c pact26-mini-initial-exp/llvm19-affine-loop-inv-code-motion/translated/fdtd-2d-8-translated-noasyncepilogue.c ""ex,ey,hz"""
heat-3d,llvm19-affine-loop-inv-code-motion,generated-polybench-mini-dataset-use-scalar-lb/interp/heat-3d-interp.c,pact26-mini-initial-exp/llvm19-affine-loop-inv-code-motion/translated/heat-3d-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,0.897004,2.135827,0.115674,3.18,73099,605591,1,3,"/usr/bin/time -v pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-mini-dataset-use-scalar-lb/interp/heat-3d-interp.c pact26-mini-initial-exp/llvm19-affine-loop-inv-code-motion/translated/heat-3d-8-translated-noasyncepilogue.c ""A,B"""
